fall-01 关键点数据
总帧数: 160, 关节数: 17, 通道: (x, y, conf)
标签分布: 正常=83, 失衡=30, 倒地=47
============================================================

--- 帧 0  标签=0 (正常) ---
关节            x        y     conf
左腕       0.1743  -0.0291   0.6970
右腕      -0.1621  -0.0229   0.6855
左髋       0.0703  -0.0015   0.6768
右髋      -0.0703   0.0015   0.6940
左膝       0.0765   0.2615   0.7710
右膝      -0.0612   0.2584   0.7950
左踝       0.0765   0.4755   0.7766
右踝      -0.0459   0.5000   0.8111

--- 帧 39  标签=0 (正常) ---
关节            x        y     conf
鼻子      -0.0290  -0.5015   0.7962
左眼      -0.0015  -0.5290   0.7949
右眼      -0.0503  -0.5290   0.8050
左耳       0.0442  -0.5137   0.7995
右耳      -0.0808  -0.5107   0.7641
左肩       0.1113  -0.3674   0.7117
右肩      -0.1174  -0.3552   0.7797
左肘       0.1662  -0.1966   0.7407
右肘      -0.1479  -0.1814   0.7414
左腕       0.1723  -0.0290   0.6930
右腕      -0.1631  -0.0229   0.6810
左髋       0.0716  -0.0015   0.6786
右髋      -0.0716   0.0015   0.6966
左膝       0.0777   0.2576   0.7702
右膝      -0.0625   0.2607   0.7950
左踝       0.0777   0.4680   0.7824
右踝      -0.0442   0.4985   0.8102

--- 帧 40  标签=0 (正常) ---
关节            x        y     conf
鼻子      -0.0243  -0.5015   0.8121
左眼       0.0000  -0.5289   0.8097
右眼      -0.0486  -0.5258   0.8133
左耳       0.0456  -0.5137   0.8015
右耳      -0.0821  -0.5076   0.7820
左肩       0.1125  -0.3647   0.7096
右肩      -0.1155  -0.3526   0.7870
左肘       0.1733  -0.1976   0.7404
右肘      -0.1429  -0.1793   0.7403
左腕       0.1763  -0.0334   0.6965
右腕      -0.1581  -0.0182   0.6916
左髋       0.0699  -0.0030   0.6694
右髋      -0.0699   0.0030   0.6914
左膝       0.0821   0.2584   0.7674
右膝      -0.0517   0.2553   0.7925
左踝       0.0851   0.4650   0.7760
右踝      -0.0365   0.4985   0.8258

--- 帧 41  标签=0 (正常) ---
关节            x        y     conf
鼻子      -0.0305  -0.5030   0.8201
左眼      -0.0061  -0.5335   0.8188
右眼      -0.0549  -0.5305   0.8240
左耳       0.0396  -0.5183   0.8078
右耳      -0.0854  -0.5122   0.8004
左肩       0.1098  -0.3659   0.7175
右肩      -0.1189  -0.3506   0.8008
左肘       0.1707  -0.1982   0.7559
右肘      -0.1433  -0.1829   0.7511
左腕       0.1738  -0.0335   0.7112
右腕      -0.1616  -0.0183   0.6901
左髋       0.0701  -0.0030   0.6890
右髋      -0.0701   0.0030   0.7077
左膝       0.0854   0.2591   0.7840
右膝      -0.0488   0.2591   0.8086
左踝       0.0884   0.4665   0.7944
右踝      -0.0335   0.4970   0.8293

--- 帧 42  标签=0 (正常) ---
关节            x        y     conf
鼻子      -0.0365  -0.5015   0.8227
左眼      -0.0122  -0.5289   0.8172
右眼      -0.0608  -0.5258   0.8294
左耳       0.0304  -0.5137   0.8071
右耳      -0.0912  -0.5076   0.8144
左肩       0.1064  -0.3647   0.7208
右肩      -0.1216  -0.3465   0.8100
左肘       0.1702  -0.1976   0.7558
右肘      -0.1459  -0.1793   0.7561
左腕       0.1733  -0.0334   0.7161
右腕      -0.1611  -0.0182   0.7082
左髋       0.0699  -0.0030   0.6897
右髋      -0.0699   0.0030   0.7085
左膝       0.0881   0.2553   0.7916
右膝      -0.0456   0.2614   0.8160
左踝       0.0912   0.4620   0.7954
右踝      -0.0274   0.4985   0.8343

--- 帧 43  标签=0 (正常) ---
关节            x        y     conf
鼻子      -0.0353  -0.5061   0.8145
左眼      -0.0107  -0.5368   0.8128
右眼      -0.0598  -0.5337   0.8247
左耳       0.0322  -0.5215   0.8108
右耳      -0.0936  -0.5123   0.8201
左肩       0.1058  -0.3712   0.7264
右肩      -0.1242  -0.3528   0.8108
左肘       0.1672  -0.2025   0.7595
右肘      -0.1457  -0.1840   0.7528
左腕       0.1733  -0.0337   0.7267
右腕      -0.1610  -0.0215   0.6960
左髋       0.0721  -0.0031   0.6883
右髋      -0.0721   0.0031   0.7065
左膝       0.0905   0.2546   0.7820
右膝      -0.0445   0.2607   0.8186
左踝       0.0997   0.4571   0.7894
右踝      -0.0169   0.4939   0.8196

--- 帧 44  标签=0 (正常) ---
关节            x        y     conf
鼻子      -0.0429  -0.5046   0.8181
左眼      -0.0184  -0.5353   0.8084
右眼      -0.0706  -0.5291   0.8275
左耳       0.0215  -0.5169   0.7969
右耳      -0.1043  -0.5077   0.8298
左肩       0.1012  -0.3635   0.7181
右肩      -0.1319  -0.3420   0.7924
左肘       0.1656  -0.1948   0.7574
右肘      -0.1564  -0.1733   0.7535
左腕       0.1779  -0.0291   0.7190
右腕      -0.1718  -0.0138   0.7000
左髋       0.0706  -0.0046   0.6878
右髋      -0.0706   0.0046   0.7052
左膝       0.0920   0.2500   0.7789
右膝      -0.0429   0.2623   0.8116
左踝       0.1012   0.4555   0.7928
右踝      -0.0123   0.4954   0.8223

--- 帧 45  标签=0 (正常) ---
关节            x        y     conf
鼻子      -0.0492  -0.5077   0.8256
左眼      -0.0246  -0.5415   0.8125
右眼      -0.0769  -0.5354   0.8369
左耳       0.0185  -0.5262   0.8079
右耳      -0.1108  -0.5138   0.8219
左肩       0.1015  -0.3692   0.7145
右肩      -0.1354  -0.3477   0.7967
左肘       0.1600  -0.1969   0.7578
右肘      -0.1600  -0.1785   0.7507
左腕       0.1785  -0.0308   0.7236
右腕      -0.1754  -0.0154   0.7025
左髋       0.0708  -0.0062   0.6859
右髋      -0.0708   0.0062   0.7051
左膝       0.0954   0.2462   0.7758
右膝      -0.0431   0.2615   0.8116
左踝       0.1077   0.4523   0.7939
右踝      -0.0062   0.4923   0.8214

--- 帧 46  标签=0 (正常) ---
关节            x        y     conf
鼻子      -0.0491  -0.5092   0.8211
左眼      -0.0276  -0.5429   0.8126
右眼      -0.0767  -0.5337   0.8250
左耳       0.0153  -0.5276   0.8018
右耳      -0.1104  -0.5092   0.8142
左肩       0.0982  -0.3681   0.7126
右肩      -0.1350  -0.3466   0.7913
左肘       0.1595  -0.1963   0.7551
右肘      -0.1656  -0.1779   0.7528
左腕       0.1810  -0.0337   0.7052
右腕      -0.1840  -0.0184   0.7188
左髋       0.0736  -0.0061   0.6906
右髋      -0.0736   0.0061   0.7080
左膝       0.1012   0.2485   0.7746
右膝      -0.0399   0.2607   0.8109
左踝       0.1104   0.4509   0.7956
右踝      -0.0031   0.4908   0.8302

--- 帧 47  标签=0 (正常) ---
关节            x        y     conf
鼻子      -0.0489  -0.5122   0.8210
左眼      -0.0306  -0.5428   0.8112
右眼      -0.0795  -0.5367   0.8311
左耳       0.0122  -0.5306   0.8077
右耳      -0.1131  -0.5122   0.8291
左肩       0.0979  -0.3685   0.7118
右肩      -0.1407  -0.3471   0.7931
左肘       0.1560  -0.1972   0.7636
右肘      -0.1682  -0.1758   0.7584
左腕       0.1804  -0.0352   0.7140
右腕      -0.1896  -0.0199   0.7232
左髋       0.0734  -0.0046   0.7020
右髋      -0.0734   0.0046   0.7187
左膝       0.1070   0.2462   0.7832
右膝      -0.0367   0.2615   0.8009
左踝       0.1162   0.4480   0.7982
右踝       0.0031   0.4878   0.8270

--- 帧 48  标签=0 (正常) ---
关节            x        y     conf
鼻子      -0.0523  -0.5108   0.8144
左眼      -0.0338  -0.5446   0.8064
右眼      -0.0831  -0.5354   0.8231
左耳       0.0092  -0.5292   0.8056
右耳      -0.1169  -0.5108   0.8298
左肩       0.0985  -0.3692   0.7113
右肩      -0.1446  -0.3446   0.7800
左肘       0.1569  -0.1969   0.7589
右肘      -0.1754  -0.1723   0.7441
左腕       0.1846  -0.0308   0.7054
右腕      -0.2000  -0.0092   0.6887
左髋       0.0738  -0.0062   0.6970
右髋      -0.0738   0.0062   0.7107
左膝       0.1077   0.2462   0.7729
右膝      -0.0338   0.2615   0.7944
左踝       0.1108   0.4492   0.7827
右踝       0.0062   0.4892   0.8145

--- 帧 49  标签=0 (正常) ---
关节            x        y     conf
鼻子      -0.0521  -0.5123   0.8172
左眼      -0.0337  -0.5460   0.8090
右眼      -0.0828  -0.5368   0.8271
左耳       0.0061  -0.5337   0.8147
右耳      -0.1166  -0.5123   0.8389
左肩       0.0982  -0.3712   0.7029
右肩      -0.1472  -0.3466   0.7805
左肘       0.1564  -0.1963   0.7621
右肘      -0.1748  -0.1718   0.7338
左腕       0.1840  -0.0307   0.7063
右腕      -0.2025  -0.0092   0.6576
左髋       0.0736  -0.0061   0.7059
右髋      -0.0736   0.0061   0.7189
左膝       0.1135   0.2454   0.7810
右膝      -0.0337   0.2607   0.7864
左踝       0.1227   0.4509   0.7824
右踝       0.0123   0.4877   0.8058

--- 帧 50  标签=0 (正常) ---
关节            x        y     conf
鼻子      -0.0566  -0.5183   0.8242
左眼      -0.0382  -0.5520   0.8149
右眼      -0.0872  -0.5428   0.8289
左耳       0.0046  -0.5398   0.8120
右耳      -0.1208  -0.5153   0.8331
左肩       0.0994  -0.3746   0.7128
右肩      -0.1514  -0.3502   0.7769
左肘       0.1575  -0.2003   0.7682
右肘      -0.1881  -0.1789   0.7345
左腕       0.1820  -0.0321   0.7162
右腕      -0.2156  -0.0138   0.6739
左髋       0.0749  -0.0076   0.7116
右髋      -0.0749   0.0076   0.7152
左膝       0.1086   0.2401   0.7842
右膝      -0.0321   0.2584   0.7665
左踝       0.1147   0.4419   0.7601
右踝       0.0199   0.4817   0.7928

--- 帧 51  标签=0 (正常) ---
关节            x        y     conf
鼻子      -0.0569  -0.5185   0.8187
左眼      -0.0385  -0.5523   0.8130
右眼      -0.0877  -0.5431   0.8227
左耳       0.0046  -0.5400   0.8130
右耳      -0.1215  -0.5154   0.8292
左肩       0.1000  -0.3769   0.7127
右肩      -0.1554  -0.3492   0.7638
左肘       0.1554  -0.2015   0.7687
右肘      -0.1985  -0.1800   0.7178
左腕       0.1831  -0.0323   0.7120
右腕      -0.2200  -0.0108   0.6029
左髋       0.0754  -0.0077   0.7126
右髋      -0.0754   0.0077   0.7144
左膝       0.1092   0.2385   0.7919
右膝      -0.0292   0.2600   0.7924
左踝       0.1154   0.4477   0.7731
右踝       0.0231   0.4815   0.8116

--- 帧 52  标签=0 (正常) ---
关节            x        y     conf
鼻子      -0.0526  -0.5248   0.8172
左眼      -0.0310  -0.5588   0.8128
右眼      -0.0805  -0.5495   0.8194
左耳       0.0093  -0.5433   0.8314
右耳      -0.1146  -0.5217   0.8189
左肩       0.0991  -0.3824   0.7279
右肩      -0.1517  -0.3607   0.7606
左肘       0.1579  -0.2028   0.7788
右肘      -0.2012  -0.1873   0.7615
左腕       0.1858  -0.0356   0.7321
右腕      -0.2353  -0.0263   0.7122
左髋       0.0743  -0.0077   0.7188
右髋      -0.0743   0.0077   0.7167
左膝       0.1053   0.2368   0.7950
右膝      -0.0248   0.2585   0.7876
左踝       0.1269   0.4505   0.7954
右踝       0.0341   0.4752   0.8164

--- 帧 53  标签=0 (正常) ---
关节            x        y     conf
鼻子      -0.0495  -0.5263   0.8167
左眼      -0.0310  -0.5573   0.8210
右眼      -0.0805  -0.5480   0.8149
左耳       0.0093  -0.5449   0.8390
右耳      -0.1146  -0.5232   0.8189
左肩       0.0991  -0.3808   0.7428
右肩      -0.1548  -0.3591   0.7525
左肘       0.1517  -0.2043   0.7838
右肘      -0.2043  -0.1950   0.7688
左腕       0.1858  -0.0372   0.7306
右腕      -0.2446  -0.0372   0.7434
左髋       0.0743  -0.0093   0.7227
右髋      -0.0743   0.0093   0.7168
左膝       0.0991   0.2384   0.7983
右膝      -0.0248   0.2601   0.7952
左踝       0.1207   0.4582   0.8014
右踝       0.0341   0.4737   0.8267

--- 帧 54  标签=0 (正常) ---
关节            x        y     conf
鼻子      -0.0486  -0.5282   0.8164
左眼      -0.0298  -0.5627   0.8201
右眼      -0.0799  -0.5533   0.8109
左耳       0.0110  -0.5533   0.8396
右耳      -0.1144  -0.5282   0.8117
左肩       0.0956  -0.3871   0.7444
右肩      -0.1552  -0.3652   0.7483
左肘       0.1552  -0.2085   0.7796
右肘      -0.2085  -0.2022   0.7671
左腕       0.1865  -0.0423   0.7355
右腕      -0.2524  -0.0517   0.7332
左髋       0.0737  -0.0078   0.7157
右髋      -0.0737   0.0078   0.7186
左膝       0.0956   0.2461   0.7837
右膝      -0.0298   0.2680   0.7860
左踝       0.1113   0.4561   0.7712
右踝       0.0392   0.4718   0.8107

--- 帧 55  标签=0 (正常) ---
关节            x        y     conf
鼻子      -0.0455  -0.5251   0.8192
左眼      -0.0266  -0.5596   0.8168
右眼      -0.0768  -0.5502   0.8100
左耳       0.0110  -0.5470   0.8289
右耳      -0.1144  -0.5251   0.8024
左肩       0.0956  -0.3840   0.7508
右肩      -0.1520  -0.3621   0.7423
左肘       0.1552  -0.2053   0.7736
右肘      -0.2085  -0.2022   0.7615
左腕       0.1865  -0.0392   0.7206
右腕      -0.2524  -0.0517   0.7245
左髋       0.0737  -0.0078   0.7171
右髋      -0.0737   0.0078   0.7186
左膝       0.0862   0.2461   0.7782
右膝      -0.0266   0.2680   0.7855
左踝       0.1050   0.4718   0.7791
右踝       0.0392   0.4749   0.8091

--- 帧 56  标签=0 (正常) ---
关节            x        y     conf
鼻子      -0.0414  -0.5215   0.8158
左眼      -0.0230  -0.5521   0.8115
右眼      -0.0721  -0.5429   0.8042
左耳       0.0138  -0.5399   0.8284
右耳      -0.1089  -0.5184   0.8059
左肩       0.0966  -0.3773   0.7616
右肩      -0.1488  -0.3589   0.7415
左肘       0.1488  -0.2055   0.7644
右肘      -0.2071  -0.2086   0.7565
左腕       0.1825  -0.0429   0.7056
右腕      -0.2500  -0.0644   0.7062
左髋       0.0721  -0.0061   0.7117
右髋      -0.0721   0.0061   0.7141
左膝       0.0782   0.2485   0.7683
右膝      -0.0261   0.2699   0.7605
左踝       0.0874   0.4785   0.7934
右踝       0.0414   0.4632   0.7571

--- 帧 57  标签=0 (正常) ---
关节            x        y     conf
鼻子      -0.0424  -0.5106   0.8231
左眼      -0.0242  -0.5409   0.8103
右眼      -0.0727  -0.5318   0.8045
左耳       0.0121  -0.5318   0.8214
右耳      -0.1061  -0.5106   0.8029
左肩       0.0939  -0.3682   0.7559
右肩      -0.1455  -0.3530   0.7296
左肘       0.1485  -0.1985   0.7601
右肘      -0.2061  -0.2076   0.7529
左腕       0.1818  -0.0409   0.7162
右腕      -0.2455  -0.0682   0.6979
左髋       0.0697  -0.0076   0.7030
右髋      -0.0697   0.0076   0.7061
左膝       0.0697   0.2470   0.7518
右膝      -0.0242   0.2652   0.7279
左踝       0.0727   0.4894   0.8114
右踝       0.0394   0.4500   0.6673

--- 帧 58  标签=0 (正常) ---
关节            x        y     conf
鼻子      -0.0410  -0.5046   0.8306
左眼      -0.0228  -0.5350   0.8212
右眼      -0.0714  -0.5289   0.8124
左耳       0.0137  -0.5258   0.8318
右耳      -0.1079  -0.5046   0.8023
左肩       0.0927  -0.3647   0.7588
右肩      -0.1413  -0.3526   0.7463
左肘       0.1474  -0.1945   0.7635
右肘      -0.2021  -0.2067   0.7592
左腕       0.1778  -0.0365   0.7276
右腕      -0.2386  -0.0669   0.7115
左髋       0.0684  -0.0061   0.7051
右髋      -0.0684   0.0061   0.7071
左膝       0.0623   0.2462   0.7542
右膝      -0.0228   0.2614   0.7396
左踝       0.0593   0.4954   0.8146
右踝       0.0319   0.4468   0.6642

--- 帧 59  标签=0 (正常) ---
关节            x        y     conf
鼻子      -0.0424  -0.5015   0.8261
左眼      -0.0212  -0.5318   0.8137
右眼      -0.0697  -0.5258   0.8109
左耳       0.0182  -0.5227   0.8293
右耳      -0.1030  -0.5015   0.8028
左肩       0.0939  -0.3591   0.7668
右肩      -0.1424  -0.3500   0.7428
左肘       0.1515  -0.1924   0.7556
右肘      -0.1970  -0.2045   0.7422
左腕       0.1758  -0.0318   0.7266
右腕      -0.2333  -0.0652   0.6912
左髋       0.0697  -0.0045   0.7017
右髋      -0.0697   0.0045   0.7048
左膝       0.0545   0.2470   0.7419
右膝      -0.0212   0.2561   0.7252
左踝       0.0515   0.4985   0.8007
右踝       0.0364   0.4500   0.6416

--- 帧 60  标签=0 (正常) ---
关节            x        y     conf
鼻子      -0.0379  -0.5015   0.8292
左眼      -0.0167  -0.5318   0.8260
右眼      -0.0652  -0.5227   0.8198
左耳       0.0197  -0.5197   0.8395
右耳      -0.0985  -0.4985   0.8101
左肩       0.0955  -0.3591   0.7674
右肩      -0.1379  -0.3470   0.7440
左肘       0.1530  -0.1864   0.7547
右肘      -0.1955  -0.2015   0.7558
左腕       0.1773  -0.0288   0.7254
右腕      -0.2258  -0.0652   0.7036
左髋       0.0682  -0.0045   0.6996
右髋      -0.0682   0.0045   0.6993
左膝       0.0470   0.2470   0.7246
右膝      -0.0227   0.2530   0.6754
左踝       0.0379   0.4985   0.7860
右踝       0.0379   0.4288   0.5500

--- 帧 61  标签=0 (正常) ---
关节            x        y     conf
鼻子      -0.0380  -0.5000   0.8180
左眼      -0.0167  -0.5334   0.8225
右眼      -0.0653  -0.5243   0.8091
左耳       0.0198  -0.5213   0.8333
右耳      -0.0988  -0.5030   0.7933
左肩       0.0957  -0.3602   0.7583
右肩      -0.1353  -0.3480   0.7505
左肘       0.1535  -0.1869   0.7554
右肘      -0.1900  -0.1991   0.7510
左腕       0.1809  -0.0289   0.7233
右腕      -0.2173  -0.0623   0.6961
左髋       0.0684  -0.0046   0.7030
右髋      -0.0684   0.0046   0.6950
左膝       0.0441   0.2477   0.7269
右膝      -0.0228   0.2538   0.6626
左踝       0.0319   0.5000   0.7818
右踝       0.0441   0.4392   0.5919

--- 帧 62  标签=0 (正常) ---
关节            x        y     conf
鼻子      -0.0366  -0.5000   0.8168
左眼      -0.0183  -0.5305   0.8244
右眼      -0.0671  -0.5213   0.8026
左耳       0.0244  -0.5183   0.8340
右耳      -0.1006  -0.5000   0.7887
左肩       0.0976  -0.3598   0.7477
右肩      -0.1341  -0.3476   0.7559
左肘       0.1524  -0.1860   0.7570
右肘      -0.1829  -0.1951   0.7589
左腕       0.1799  -0.0274   0.7179
右腕      -0.2043  -0.0488   0.7077
左髋       0.0671  -0.0030   0.6976
右髋      -0.0671   0.0030   0.6962
左膝       0.0427   0.2470   0.7263
右膝      -0.0213   0.2500   0.6635
左踝       0.0274   0.5000   0.7589
右踝       0.0579   0.4268   0.6187

--- 帧 63  标签=0 (正常) ---
关节            x        y     conf
鼻子      -0.0353  -0.5000   0.8238
左眼      -0.0138  -0.5307   0.8264
右眼      -0.0629  -0.5245   0.8115
左耳       0.0261  -0.5215   0.8457
右耳      -0.0966  -0.5031   0.8075
左肩       0.0997  -0.3558   0.7428
右肩      -0.1365  -0.3497   0.7655
左肘       0.1580  -0.1871   0.7600
右肘      -0.1764  -0.1902   0.7547
左腕       0.1825  -0.0276   0.7099
右腕      -0.1917  -0.0399   0.6970
左髋       0.0690  -0.0031   0.6891
右髋      -0.0690   0.0031   0.6900
左膝       0.0445   0.2485   0.7271
右膝      -0.0261   0.2546   0.6803
左踝       0.0291   0.5000   0.7474
右踝       0.0598   0.4264   0.6316

--- 帧 64  标签=0 (正常) ---
关节            x        y     conf
鼻子      -0.0351  -0.4985   0.8309
左眼      -0.0137  -0.5290   0.8334
右眼      -0.0625  -0.5229   0.8272
左耳       0.0259  -0.5168   0.8473
右耳      -0.0930  -0.5015   0.8230
左肩       0.1021  -0.3552   0.7428
右肩      -0.1326  -0.3430   0.7826
左肘       0.1570  -0.1845   0.7620
右肘      -0.1692  -0.1814   0.7633
左腕       0.1845  -0.0229   0.7186
右腕      -0.1723  -0.0320   0.7212
左髋       0.0686  -0.0046   0.6907
右髋      -0.0686   0.0046   0.6974
左膝       0.0473   0.2454   0.7348
右膝      -0.0229   0.2515   0.7030
左踝       0.0229   0.5015   0.7588
右踝       0.0625   0.4131   0.6513

--- 帧 65  标签=0 (正常) ---
关节            x        y     conf
鼻子      -0.0318  -0.5015   0.8231
左眼      -0.0136  -0.5288   0.8299
右眼      -0.0591  -0.5258   0.8262
左耳       0.0288  -0.5167   0.8454
右耳      -0.0924  -0.5045   0.8203
左肩       0.0985  -0.3561   0.7460
右肩      -0.1318  -0.3470   0.7927
左肘       0.1530  -0.1833   0.7586
右肘      -0.1682  -0.1864   0.7564
左腕       0.1833  -0.0227   0.7218
右腕      -0.1652  -0.0318   0.7235
左髋       0.0682  -0.0045   0.6999
右髋      -0.0682   0.0045   0.7086
左膝       0.0500   0.2470   0.7472
右膝      -0.0258   0.2530   0.7238
左踝       0.0258   0.4985   0.7803
右踝       0.0621   0.4167   0.6568

--- 帧 66  标签=0 (正常) ---
关节            x        y     conf
鼻子      -0.0348  -0.5015   0.8208
左眼      -0.0136  -0.5288   0.8240
右眼      -0.0591  -0.5258   0.8247
左耳       0.0288  -0.5167   0.8431
右耳      -0.0894  -0.5076   0.8127
左肩       0.0985  -0.3561   0.7359
右肩      -0.1288  -0.3500   0.7867
左肘       0.1561  -0.1864   0.7519
右肘      -0.1682  -0.1864   0.7468
左腕       0.1864  -0.0227   0.7195
右腕      -0.1591  -0.0288   0.7185
左髋       0.0682  -0.0045   0.6948
右髋      -0.0682   0.0045   0.7051
左膝       0.0500   0.2500   0.7363
右膝      -0.0258   0.2561   0.7143
左踝       0.0348   0.4985   0.7584
右踝       0.0621   0.4167   0.6646

--- 帧 67  标签=0 (正常) ---
关节            x        y     conf
鼻子      -0.0321  -0.5031   0.8240
左眼      -0.0107  -0.5336   0.8289
右眼      -0.0566  -0.5306   0.8250
左耳       0.0321  -0.5214   0.8499
右耳      -0.0872  -0.5122   0.8066
左肩       0.1024  -0.3593   0.7452
右肩      -0.1300  -0.3532   0.7896
左肘       0.1514  -0.1820   0.7598
右肘      -0.1728  -0.1850   0.7600
左腕       0.1881  -0.0199   0.7355
右腕      -0.1544  -0.0260   0.7302
左髋       0.0688  -0.0046   0.6922
右髋      -0.0688   0.0046   0.7004
左膝       0.0535   0.2523   0.7437
右膝      -0.0321   0.2584   0.7189
左踝       0.0382   0.4969   0.7625
右踝       0.0657   0.4266   0.6627

--- 帧 68  标签=0 (正常) ---
关节            x        y     conf
鼻子      -0.0319  -0.5091   0.8238
左眼      -0.0076  -0.5365   0.8254
右眼      -0.0562  -0.5334   0.8279
左耳       0.0350  -0.5213   0.8471
右耳      -0.0866  -0.5152   0.8141
左肩       0.1049  -0.3632   0.7387
右肩      -0.1292  -0.3541   0.7951
左肘       0.1596  -0.1869   0.7570
右肘      -0.1657  -0.1839   0.7569
左腕       0.1869  -0.0258   0.7365
右腕      -0.1535  -0.0258   0.7276
左髋       0.0684  -0.0046   0.6885
右髋      -0.0684   0.0046   0.6998
左膝       0.0562   0.2508   0.7439
右膝      -0.0350   0.2599   0.7119
左踝       0.0441   0.4909   0.7702
右踝       0.0653   0.4210   0.6337

--- 帧 69  标签=0 (正常) ---
关节            x        y     conf
鼻子      -0.0348  -0.5076   0.8342
左眼      -0.0106  -0.5348   0.8334
右眼      -0.0561  -0.5348   0.8359
左耳       0.0348  -0.5227   0.8500
右耳      -0.0864  -0.5167   0.8144
左肩       0.1015  -0.3621   0.7320
右肩      -0.1318  -0.3561   0.7947
左肘       0.1621  -0.1864   0.7560
右肘      -0.1682  -0.1833   0.7493
左腕       0.1894  -0.0197   0.7331
右腕      -0.1561  -0.0258   0.7074
左髋       0.0682  -0.0045   0.6886
右髋      -0.0682   0.0045   0.7013
左膝       0.0561   0.2530   0.7473
右膝      -0.0409   0.2621   0.7199
左踝       0.0500   0.4924   0.7794
右踝       0.0591   0.4197   0.6614

--- 帧 70  标签=0 (正常) ---
关节            x        y     conf
鼻子      -0.0330  -0.5075   0.8338
左眼      -0.0090  -0.5345   0.8347
右眼      -0.0571  -0.5345   0.8376
左耳       0.0330  -0.5225   0.8461
右耳      -0.0901  -0.5165   0.8225
左肩       0.1021  -0.3634   0.7358
右肩      -0.1291  -0.3544   0.8039
左肘       0.1652  -0.1862   0.7583
右肘      -0.1652  -0.1772   0.7439
左腕       0.1922  -0.0180   0.7253
右腕      -0.1592  -0.0210   0.7042
左髋       0.0691  -0.0030   0.6856
右髋      -0.0691   0.0030   0.7004
左膝       0.0601   0.2492   0.7539
右膝      -0.0480   0.2553   0.7540
左踝       0.0511   0.4925   0.7966
右踝       0.0541   0.4024   0.6308

--- 帧 71  标签=0 (正常) ---
关节            x        y     conf
鼻子      -0.0345  -0.5105   0.8384
左眼      -0.0105  -0.5345   0.8346
右眼      -0.0586  -0.5345   0.8426
左耳       0.0345  -0.5225   0.8458
右耳      -0.0886  -0.5195   0.8284
左肩       0.1006  -0.3664   0.7274
右肩      -0.1276  -0.3544   0.8014
左肘       0.1697  -0.1892   0.7478
右肘      -0.1667  -0.1772   0.7326
左腕       0.1967  -0.0150   0.7093
右腕      -0.1637  -0.0210   0.7058
左髋       0.0706  -0.0030   0.6915
右髋      -0.0706   0.0030   0.7103
左膝       0.0586   0.2523   0.7581
右膝      -0.0526   0.2583   0.7540
左踝       0.0556   0.4895   0.8063
右踝       0.0435   0.4114   0.6374

--- 帧 72  标签=0 (正常) ---
关节            x        y     conf
鼻子      -0.0363  -0.5106   0.8282
左眼      -0.0121  -0.5378   0.8172
右眼      -0.0604  -0.5378   0.8329
左耳       0.0363  -0.5257   0.8227
右耳      -0.0937  -0.5196   0.8181
左肩       0.1027  -0.3686   0.7090
右肩      -0.1239  -0.3565   0.7892
左肘       0.1782  -0.1903   0.7311
右肘      -0.1571  -0.1782   0.7256
左腕       0.2024  -0.0121   0.6892
右腕      -0.1631  -0.0181   0.7148
左髋       0.0695  -0.0030   0.6760
右髋      -0.0695   0.0030   0.6979
左膝       0.0634   0.2568   0.7586
右膝      -0.0604   0.2568   0.7667
左踝       0.0604   0.4894   0.8168
右踝       0.0242   0.4139   0.6701

--- 帧 73  标签=0 (正常) ---
关节            x        y     conf
鼻子      -0.0407  -0.5090   0.8390
左眼      -0.0166  -0.5361   0.8265
右眼      -0.0648  -0.5331   0.8358
左耳       0.0316  -0.5271   0.8324
右耳      -0.0949  -0.5181   0.8242
左肩       0.1009  -0.3705   0.7138
右肩      -0.1220  -0.3554   0.7897
左肘       0.1792  -0.1958   0.7335
右肘      -0.1551  -0.1807   0.7300
左腕       0.1973  -0.0151   0.6880
右腕      -0.1672  -0.0241   0.7245
左髋       0.0708   0.0000   0.6762
右髋      -0.0708   0.0000   0.6979
左膝       0.0648   0.2560   0.7636
右膝      -0.0648   0.2560   0.7694
左踝       0.0708   0.4910   0.8039
右踝       0.0166   0.4247   0.7059

--- 帧 74  标签=0 (正常) ---
关节            x        y     conf
鼻子      -0.0434  -0.5090   0.8239
左眼      -0.0195  -0.5359   0.8130
右眼      -0.0674  -0.5329   0.8281
左耳       0.0314  -0.5269   0.8238
右耳      -0.0943  -0.5150   0.8039
左肩       0.1033  -0.3713   0.7100
右肩      -0.1213  -0.3533   0.7919
左肘       0.1841  -0.2036   0.7315
右肘      -0.1542  -0.1766   0.7442
左腕       0.1961  -0.0180   0.6618
右腕      -0.1841  -0.0210   0.7316
左髋       0.0704  -0.0030   0.6742
右髋      -0.0704   0.0030   0.6969
左膝       0.0734   0.2575   0.7584
右膝      -0.0644   0.2605   0.7804
左踝       0.0793   0.4910   0.8008
右踝       0.0075   0.4341   0.7347

--- 帧 75  标签=0 (正常) ---
关节            x        y     conf
鼻子      -0.0512  -0.5136   0.8141
左眼      -0.0271  -0.5407   0.8036
右眼      -0.0753  -0.5377   0.8268
左耳       0.0301  -0.5346   0.8163
右耳      -0.0964  -0.5226   0.7697
左肩       0.1024  -0.3780   0.7094
右肩      -0.1205  -0.3630   0.7848
左肘       0.1807  -0.2093   0.7270
